run_id,scene_id,scene_family,seed,target_id,gt_blocker_ids,l3_output,gt_action_advisory,gt_parameters_advisory,model_output,primary_class,action_match,object_match_scene_gt,object_match_frozen_l3,direction_match,distance_match,post_validation_pass,post_validation_errors,simulator_executed,collision,boundary_violation,post_visibility,post_gap_cm,post_direct_graspable
v25__scene_rotate_v03__L4__C2_D8__r03_s28103,scene_rotate_v03,ROTATE,28103,83,[19],"{""blocker_id"": 19, ""blocking_reason"": ""BOTH""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": 15.0, ""yaw_delta_deg"": 75.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 19}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,6.232961,False
v25__scene_rotate_v03__L4__C2_D8__r04_s28104,scene_rotate_v03,ROTATE,28104,83,[19],"{""blocker_id"": 19, ""blocking_reason"": ""BOTH""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": 15.0, ""yaw_delta_deg"": 75.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 19}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,6.232961,False
v25__scene_rotate_v03__L4__C2_D8__r05_s28105,scene_rotate_v03,ROTATE,28105,83,[19],"{""blocker_id"": 19, ""blocking_reason"": ""BOTH""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": 15.0, ""yaw_delta_deg"": 75.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 19}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,6.232961,False
v25__scene_rotate_v04__L4__C2_D8__r01_s28101,scene_rotate_v04,ROTATE,28101,47,[95],"{""blocker_id"": 25, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": -15.0, ""yaw_delta_deg"": -75.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 2, ""distance_level"": ""SHORT"", ""object_id"": 25}",ACTION_WRONG,False,False,True,,,True,[],True,False,False,PARTIAL,6.933578,False
v25__scene_rotate_v04__L4__C2_D8__r02_s28102,scene_rotate_v04,ROTATE,28102,47,[95],"{""blocker_id"": 95, ""blocking_reason"": ""BOTH""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": -15.0, ""yaw_delta_deg"": -75.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 95}",ACTION_WRONG,False,True,True,,,True,[],True,False,True,PARTIAL,5.003044,False
v25__scene_rotate_v04__L4__C2_D8__r03_s28103,scene_rotate_v04,ROTATE,28103,47,[95],"{""blocker_id"": 25, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": -15.0, ""yaw_delta_deg"": -75.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 2, ""distance_level"": ""SHORT"", ""object_id"": 25}",ACTION_WRONG,False,False,True,,,True,[],True,False,False,PARTIAL,6.933578,False
v25__scene_rotate_v04__L4__C2_D8__r04_s28104,scene_rotate_v04,ROTATE,28104,47,[95],"{""blocker_id"": 95, ""blocking_reason"": ""BOTH""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": -15.0, ""yaw_delta_deg"": -75.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 95}",ACTION_WRONG,False,True,True,,,True,[],True,False,True,PARTIAL,5.003044,False
v25__scene_rotate_v04__L4__C2_D8__r05_s28105,scene_rotate_v04,ROTATE,28105,47,[95],"{""blocker_id"": 25, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": -15.0, ""yaw_delta_deg"": -75.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 2, ""distance_level"": ""SHORT"", ""object_id"": 25}",ACTION_WRONG,False,False,True,,,True,[],True,False,False,PARTIAL,6.933578,False
v25__scene_rotate_v05__L4__C2_D8__r01_s28101,scene_rotate_v05,ROTATE,28101,44,[82],"{""blocker_id"": 82, ""blocking_reason"": ""BOTH""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": 25.0, ""yaw_delta_deg"": 65.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 82}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,9.930217,False
v25__scene_rotate_v05__L4__C2_D8__r02_s28102,scene_rotate_v05,ROTATE,28102,44,[82],"{""blocker_id"": 82, ""blocking_reason"": ""BOTH""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": 25.0, ""yaw_delta_deg"": 65.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 10, ""distance_level"": ""MEDIUM"", ""object_id"": 82}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,10.713893,True
v25__scene_rotate_v05__L4__C2_D8__r03_s28103,scene_rotate_v05,ROTATE,28103,44,[82],"{""blocker_id"": 82, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": 25.0, ""yaw_delta_deg"": 65.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 82}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,PARTIAL,10.713893,False
v25__scene_rotate_v05__L4__C2_D8__r04_s28104,scene_rotate_v05,ROTATE,28104,44,[82],"{""blocker_id"": 82, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",ROTATE,"{""object"": ""blocker_cracker_box"", ""axis"": ""SHELF_UP"", ""initial_yaw_deg"": 25.0, ""yaw_delta_deg"": 65.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 82}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,PARTIAL,10.713893,False
v25__scene_lift_and_relocate_v01__L4__C2_D8__r01_s28101,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,28101,59,[64],"{""blocker_id"": 64, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 64}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,PARTIAL,3.798969,False
v25__scene_lift_and_relocate_v01__L4__C2_D8__r02_s28102,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,28102,59,[64],"{""blocker_id"": 64, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 64}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,PARTIAL,3.655575,False
v25__scene_lift_and_relocate_v01__L4__C2_D8__r03_s28103,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,28103,59,[64],"{""blocker_id"": 64, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 64}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,PARTIAL,3.655575,False
v25__scene_lift_and_relocate_v01__L4__C2_D8__r04_s28104,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,28104,59,[64],"{""blocker_id"": 64, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 64}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,PARTIAL,3.655575,False
v25__scene_lift_and_relocate_v01__L4__C2_D8__r05_s28105,scene_lift_and_relocate_v01,LIFT_AND_RELOCATE,28105,59,[64],"{""blocker_id"": 64, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 64}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,PARTIAL,3.798969,False
v25__scene_lift_and_relocate_v02__L4__C2_D8__r01_s28101,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,28101,70,[14],"{""blocker_id"": 14, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 14}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,5.454904,True
v25__scene_lift_and_relocate_v02__L4__C2_D8__r02_s28102,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,28102,70,[14],"{""blocker_id"": 14, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 14}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,FULL,4.446124,False
v25__scene_lift_and_relocate_v02__L4__C2_D8__r03_s28103,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,28103,70,[14],"{""blocker_id"": 14, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 14}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,FULL,4.446124,False
v25__scene_lift_and_relocate_v02__L4__C2_D8__r04_s28104,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,28104,70,[14],"{""blocker_id"": 14, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 14}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,5.454904,True
v25__scene_lift_and_relocate_v02__L4__C2_D8__r05_s28105,scene_lift_and_relocate_v02,LIFT_AND_RELOCATE,28105,70,[14],"{""blocker_id"": 14, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""RIGHT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 14}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,5.454904,True
v25__scene_lift_and_relocate_v03__L4__C2_D8__r01_s28101,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,28101,12,[35],"{""blocker_id"": 35, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 35}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,5.498845,True
v25__scene_lift_and_relocate_v03__L4__C2_D8__r02_s28102,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,28102,12,[35],"{""blocker_id"": 35, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 35}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,FULL,4.492836,False
v25__scene_lift_and_relocate_v03__L4__C2_D8__r03_s28103,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,28103,12,[35],"{""blocker_id"": 35, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 35}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,5.498845,True
v25__scene_lift_and_relocate_v03__L4__C2_D8__r04_s28104,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,28104,12,[35],"{""blocker_id"": 35, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 35}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,5.498845,True
v25__scene_lift_and_relocate_v03__L4__C2_D8__r05_s28105,scene_lift_and_relocate_v03,LIFT_AND_RELOCATE,28105,12,[35],"{""blocker_id"": 35, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 35}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,5.498845,True
v25__scene_lift_and_relocate_v04__L4__C2_D8__r01_s28101,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,28101,68,[73],"{""blocker_id"": 73, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 73}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,1.445319,False
v25__scene_lift_and_relocate_v04__L4__C2_D8__r02_s28102,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,28102,68,[73],"{""blocker_id"": 73, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 73}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,1.445319,False
v25__scene_lift_and_relocate_v04__L4__C2_D8__r03_s28103,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,28103,68,[73],"{""blocker_id"": 73, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 73}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,1.445319,False
v25__scene_lift_and_relocate_v04__L4__C2_D8__r04_s28104,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,28104,68,[73],"{""blocker_id"": 73, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 73}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,1.445319,False
v25__scene_lift_and_relocate_v04__L4__C2_D8__r05_s28105,scene_lift_and_relocate_v04,LIFT_AND_RELOCATE,28105,68,[73],"{""blocker_id"": 73, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_LEFT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 73}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,NOT_VISIBLE,1.445319,False
v25__scene_lift_and_relocate_v05__L4__C2_D8__r01_s28101,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,28101,43,[15],"{""blocker_id"": 15, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 15}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,6.00412,True
v25__scene_lift_and_relocate_v05__L4__C2_D8__r02_s28102,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,28102,43,[15],"{""blocker_id"": 15, ""blocking_reason"": ""BOTH""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 15}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,PARTIAL,5.38303,False
v25__scene_lift_and_relocate_v05__L4__C2_D8__r03_s28103,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,28103,43,[15],"{""blocker_id"": 15, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 3, ""distance_level"": ""SHORT"", ""object_id"": 15}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,PARTIAL,5.38303,False
v25__scene_lift_and_relocate_v05__L4__C2_D8__r04_s28104,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,28104,43,[15],"{""blocker_id"": 15, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 2, ""distance_level"": ""SHORT"", ""object_id"": 15}",ACTION_WRONG,False,True,True,,,True,[],True,False,False,PARTIAL,4.975794,False
v25__scene_lift_and_relocate_v05__L4__C2_D8__r05_s28105,scene_lift_and_relocate_v05,LIFT_AND_RELOCATE,28105,43,[15],"{""blocker_id"": 15, ""blocking_reason"": ""CLEARANCE_OVERLAP""}",LIFT_AND_RELOCATE,"{""object"": ""blocker_cracker_box"", ""destination_region"": ""SHELF_RIGHT_OPEN_REGION"", ""minimum_lift_cm"": 5.0}","{""action"": ""TRANSLATE"", ""direction"": ""LEFT"", ""distance_cm"": 5, ""distance_level"": ""SHORT"", ""object_id"": 15}",ACTION_WRONG,False,True,True,,,True,[],True,True,False,FULL,6.00412,True
