condition_id,temperature,enumeration,output_format,run_id,level,scene_id,seed,error_type,visible_missing_ids,visible_extra_ids,instance_missing_ids,instance_extra_ids,cross_field_consistency_exact,bad_instances,raw_response
T03_DIRECT_TEXT,0.3,False,TEXT,T03_DIRECT_TEXT__b0_l4_random_45_60_06__r03_s28103,L4,b0_l4_random_45_60_06,28103,id_coverage_failure,[],[],[72],[],,"[{""asset_id"": ""top"", ""color_correct"": false, ""color_reference"": ""dark green"", ""color_strict_correct"": false, ""id"": 72, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""bottle"", ""object_reference"": ""plastic beverage bottle"", ""predicted_color"": null, ""predicted_object_type"": null}, {""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]",77 | cup | purple\n23 | can | blue\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black
T03_ENUM_TEXT,0.3,True,TEXT,T03_ENUM_TEXT__b0_l4_random_45_60_06__r03_s28103,L4,b0_l4_random_45_60_06,28103,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]","visible_ids: [77, 23, 72, 42, 60, 89, 11, 27]\n\n77 | cup | purple\n23 | can | blue\n72 | bottle | green\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black"
T05_DIRECT_TEXT,0.5,False,TEXT,T05_DIRECT_TEXT__b0_l4_random_45_60_06__r03_s28103,L4,b0_l4_random_45_60_06,28103,id_coverage_failure,[],[],[72],[],,"[{""asset_id"": ""top"", ""color_correct"": false, ""color_reference"": ""dark green"", ""color_strict_correct"": false, ""id"": 72, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""bottle"", ""object_reference"": ""plastic beverage bottle"", ""predicted_color"": null, ""predicted_object_type"": null}, {""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]",77 | cup | purple\n23 | can | blue\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black
T05_ENUM_TEXT,0.5,True,TEXT,T05_ENUM_TEXT__b0_l4_random_45_60_06__r03_s28103,L4,b0_l4_random_45_60_06,28103,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]","visible_ids: [77, 23, 72, 42, 60, 89, 11, 27]\n\n77 | cup | purple\n23 | can | blue\n72 | bottle | green\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black"
T07_DIRECT_TEXT,0.7,False,TEXT,T07_DIRECT_TEXT__b0_l4_random_45_60_06__r03_s28103,L4,b0_l4_random_45_60_06,28103,id_coverage_failure,[],[],[72],[],,"[{""asset_id"": ""top"", ""color_correct"": false, ""color_reference"": ""dark green"", ""color_strict_correct"": false, ""id"": 72, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""bottle"", ""object_reference"": ""plastic beverage bottle"", ""predicted_color"": null, ""predicted_object_type"": null}, {""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]",77 | cup | purple\n23 | can | blue\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black
T07_DIRECT_TEXT,0.7,False,TEXT,T07_DIRECT_TEXT__b0_l5_random_45_60_03__r03_s28103,L5,b0_l5_random_45_60_03,28103,id_coverage_failure,[],[],[97],[],,"[{""asset_id"": ""cup_7"", ""color_correct"": false, ""color_reference"": ""purple"", ""color_strict_correct"": false, ""id"": 97, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""cup"", ""predicted_color"": null, ""predicted_object_type"": null}]",21 | bottle | blue\n31 | can | blue\n35 | cup | white\n75 | cup | purple\n77 | mug | black\n91 | bottle | green\n11 | can | brown\n87 | bottle | yellow
T03_DIRECT_TEXT,0.3,False,TEXT,T03_DIRECT_TEXT__b0_l5_random_45_60_04__r03_s28103,L5,b0_l5_random_45_60_04,28103,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",73 | mug | black\n19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n71 | cup | white
T03_ENUM_TEXT,0.3,True,TEXT,T03_ENUM_TEXT__b0_l5_random_45_60_04__r03_s28103,L5,b0_l5_random_45_60_04,28103,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]","visible_ids: [73, 19, 56, 85, 12, 68, 28, 53, 71]\n\n73 | mug | black\n19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n71 | cup | white"
T05_DIRECT_TEXT,0.5,False,TEXT,T05_DIRECT_TEXT__b0_l5_random_45_60_04__r03_s28103,L5,b0_l5_random_45_60_04,28103,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",73 | mug | black\n19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n71 | cup | white
T07_DIRECT_TEXT,0.7,False,TEXT,T07_DIRECT_TEXT__b0_l5_random_45_60_04__r03_s28103,L5,b0_l5_random_45_60_04,28103,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",73 | mug | black\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n71 | cup | white\n19 | bottle | green
T03_DIRECT_TEXT,0.3,False,TEXT,T03_DIRECT_TEXT__b0_l5_random_45_60_05__r03_s28103,L5,b0_l5_random_45_60_05,28103,id_coverage_failure,[],[],[89],[],,"[{""asset_id"": ""top"", ""color_correct"": false, ""color_reference"": ""dark green"", ""color_strict_correct"": false, ""id"": 89, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""bottle"", ""object_reference"": ""plastic beverage bottle"", ""predicted_color"": null, ""predicted_object_type"": null}]",51 | mug | brown\n54 | can | yellow\n71 | can | blue\n63 | bottle | blue\n74 | cup | black\n59 | can | brown\n11 | bottle | purple\n25 | cup | purple
T05_DIRECT_TEXT,0.5,False,TEXT,T05_DIRECT_TEXT__b0_l5_random_45_60_05__r03_s28103,L5,b0_l5_random_45_60_05,28103,id_coverage_failure,[],[],[89],[],,"[{""asset_id"": ""top"", ""color_correct"": false, ""color_reference"": ""dark green"", ""color_strict_correct"": false, ""id"": 89, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""bottle"", ""object_reference"": ""plastic beverage bottle"", ""predicted_color"": null, ""predicted_object_type"": null}]",51 | mug | brown\n54 | can | yellow\n71 | can | blue\n63 | bottle | blue\n74 | cup | black\n59 | can | brown\n11 | bottle | purple\n25 | cup | purple
T07_DIRECT_TEXT,0.7,False,TEXT,T07_DIRECT_TEXT__b0_l5_random_45_60_05__r03_s28103,L5,b0_l5_random_45_60_05,28103,id_coverage_failure,[],[],[89],[],,"[{""asset_id"": ""top"", ""color_correct"": false, ""color_reference"": ""dark green"", ""color_strict_correct"": false, ""id"": 89, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""bottle"", ""object_reference"": ""plastic beverage bottle"", ""predicted_color"": null, ""predicted_object_type"": null}]",51 | mug | brown\n54 | can | yellow\n71 | can | blue\n63 | bottle | blue\n74 | cup | black\n59 | can | brown\n11 | bottle | purple\n25 | cup | purple
T03_DIRECT_TEXT,0.3,False,TEXT,T03_DIRECT_TEXT__b0_l5_random_45_60_06__r03_s28103,L5,b0_l5_random_45_60_06,28103,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 55, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",77 | cup | purple\n47 | can | brown\n93 | bottle | blue\n55 | container | brown\n29 | bottle | pink\n39 | can | blue\n42 | bottle | green\n50 | can | yellow\n73 | bottle | blue
T05_DIRECT_TEXT,0.5,False,TEXT,T05_DIRECT_TEXT__b0_l5_random_45_60_06__r03_s28103,L5,b0_l5_random_45_60_06,28103,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 55, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",77 | cup | purple\n47 | can | brown\n93 | bottle | blue\n55 | container | brown\n29 | bottle | pink\n39 | can | blue\n42 | bottle | green\n50 | can | yellow\n73 | bottle | blue
T07_DIRECT_TEXT,0.7,False,TEXT,T07_DIRECT_TEXT__b0_l5_random_45_60_06__r03_s28103,L5,b0_l5_random_45_60_06,28103,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 55, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",77 | cup | purple\n47 | can | brown\n93 | bottle | blue\n55 | container | brown\n29 | bottle | pink\n39 | can | blue\n42 | bottle | green\n50 | can | yellow\n73 | bottle | blue
T07_ENUM_TEXT,0.7,True,TEXT,T07_ENUM_TEXT__b0_l4_random_30_45_05__r04_s28104,L4,b0_l4_random_30_45_05,28104,object_error_only,[],[],[],[],True,"[{""asset_id"": ""cantata"", ""color_correct"": true, ""color_reference"": ""beige-brown"", ""color_strict_correct"": true, ""id"": 66, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""can"", ""object_reference"": ""beverage can"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""cup""}]","visible_ids: [28, 31, 85, 73, 66, 78, 11, 56]\n\n28 | cup | purple\n31 | cup | black\n85 | cup | yellow\n73 | cup | white\n66 | cup | brown\n78 | bottle | green\n11 | cup | blue\n56 | bottle | blue"
T03_ENUM_TEXT,0.3,True,TEXT,T03_ENUM_TEXT__b0_l4_random_45_60_06__r04_s28104,L4,b0_l4_random_45_60_06,28104,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]","visible_ids: [77, 23, 72, 42, 60, 89, 11, 27]\n\n77 | cup | purple\n23 | can | blue\n72 | bottle | green\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black"
T05_ENUM_TEXT,0.5,True,TEXT,T05_ENUM_TEXT__b0_l4_random_45_60_06__r04_s28104,L4,b0_l4_random_45_60_06,28104,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]","visible_ids: [77, 23, 72, 42, 60, 89, 11, 27]\n\n77 | cup | purple\n23 | can | blue\n72 | bottle | green\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black"
T07_ENUM_TEXT,0.7,True,TEXT,T07_ENUM_TEXT__b0_l4_random_45_60_06__r04_s28104,L4,b0_l4_random_45_60_06,28104,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]","visible_ids: [77, 23, 72, 42, 60, 89, 11, 27]\n\n77 | cup | purple\n23 | can | blue\n72 | bottle | green\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black"
T03_DIRECT_TEXT,0.3,False,TEXT,T03_DIRECT_TEXT__b0_l5_random_45_60_04__r04_s28104,L5,b0_l5_random_45_60_04,28104,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n73 | mug | black\n71 | cup | white
T03_ENUM_TEXT,0.3,True,TEXT,T03_ENUM_TEXT__b0_l5_random_45_60_04__r04_s28104,L5,b0_l5_random_45_60_04,28104,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]","visible_ids: [73, 19, 56, 85, 12, 68, 28, 53, 71]\n\n73 | mug | black\n19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n71 | cup | white"
T05_DIRECT_TEXT,0.5,False,TEXT,T05_DIRECT_TEXT__b0_l5_random_45_60_04__r04_s28104,L5,b0_l5_random_45_60_04,28104,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n73 | mug | black\n71 | cup | white
T05_ENUM_TEXT,0.5,True,TEXT,T05_ENUM_TEXT__b0_l5_random_45_60_04__r04_s28104,L5,b0_l5_random_45_60_04,28104,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]","visible_ids: [73, 19, 56, 85, 12, 68, 28, 53, 71]\n\n73 | mug | black\n19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n71 | cup | white"
T07_DIRECT_TEXT,0.7,False,TEXT,T07_DIRECT_TEXT__b0_l5_random_45_60_04__r04_s28104,L5,b0_l5_random_45_60_04,28104,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n73 | mug | black\n71 | cup | white
T07_ENUM_TEXT,0.7,True,TEXT,T07_ENUM_TEXT__b0_l5_random_45_60_04__r04_s28104,L5,b0_l5_random_45_60_04,28104,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]","visible_ids: [73, 19, 56, 85, 12, 68, 28, 53, 71]\n\n73 | mug | black\n19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n71 | cup | white"
T07_ENUM_JSON,0.7,True,JSON_FORCED,T07_ENUM_JSON__b0_l3_random_7objects_05__r05_s28105,L3,b0_l3_random_7objects_05,28105,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 59, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""can""}]","{""visible_ids"": [84, 59, 93, 61, 54, 86, 14], ""instances"": [{""id"": 84, ""object_type"": ""can"", ""color"": ""brown""}, {""id"": 59, ""object_type"": ""can"", ""color"": ""brown""}, {""id"": 93, ""object_type"": ""can"", ""color"": ""brown""}, {""id"": 61, ""object_type"": ""bottle"", ""color"": ""green""}, {""id"": 54, ""object_type"": ""bottle"", ""color"": ""green""}, {""id"": 86, ""object_type"": ""can"", ""color"": ""brown""}, {""id"": 14, ""object_type"": ""mug"", ""color"": ""brown""}]}"
T03_DIRECT_TEXT,0.3,False,TEXT,T03_DIRECT_TEXT__b0_l4_random_45_60_06__r05_s28105,L4,b0_l4_random_45_60_06,28105,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]",23 | can | blue\n27 | mug | black\n42 | can | brown\n60 | container | orange\n72 | bottle | green\n77 | cup | purple\n89 | bottle | pink\n11 | bottle | blue
T03_ENUM_TEXT,0.3,True,TEXT,T03_ENUM_TEXT__b0_l4_random_45_60_06__r05_s28105,L4,b0_l4_random_45_60_06,28105,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]","visible_ids: [77, 23, 72, 42, 60, 89, 11, 27]\n\n77 | cup | purple\n23 | can | blue\n72 | bottle | green\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black"
T05_DIRECT_TEXT,0.5,False,TEXT,T05_DIRECT_TEXT__b0_l4_random_45_60_06__r05_s28105,L4,b0_l4_random_45_60_06,28105,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]",23 | can | blue\n27 | mug | black\n42 | can | brown\n60 | container | orange\n72 | bottle | green\n77 | cup | purple\n89 | bottle | pink\n11 | bottle | blue
T05_ENUM_TEXT,0.5,True,TEXT,T05_ENUM_TEXT__b0_l4_random_45_60_06__r05_s28105,L4,b0_l4_random_45_60_06,28105,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]","visible_ids: [77, 23, 72, 42, 60, 89, 11, 27]\n\n77 | cup | purple\n23 | can | blue\n72 | bottle | green\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black"
T07_DIRECT_TEXT,0.7,False,TEXT,T07_DIRECT_TEXT__b0_l4_random_45_60_06__r05_s28105,L4,b0_l4_random_45_60_06,28105,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]",23 | can | blue\n27 | mug | black\n42 | can | brown\n60 | container | orange\n72 | bottle | green\n77 | cup | purple\n89 | bottle | pink\n11 | bottle | blue
T07_ENUM_TEXT,0.7,True,TEXT,T07_ENUM_TEXT__b0_l4_random_45_60_06__r05_s28105,L4,b0_l4_random_45_60_06,28105,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 60, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""orange"", ""predicted_object_type"": ""container""}]","visible_ids: [77, 23, 72, 42, 60, 89, 11, 27]\n\n77 | cup | purple\n23 | can | blue\n72 | bottle | green\n42 | can | brown\n60 | container | orange\n89 | bottle | pink\n11 | bottle | blue\n27 | mug | black"
T07_DIRECT_TEXT,0.7,False,TEXT,T07_DIRECT_TEXT__b0_l5_random_45_60_03__r05_s28105,L5,b0_l5_random_45_60_03,28105,id_coverage_failure,[],[],[97],[],,"[{""asset_id"": ""cup_7"", ""color_correct"": false, ""color_reference"": ""purple"", ""color_strict_correct"": false, ""id"": 97, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""cup"", ""predicted_color"": null, ""predicted_object_type"": null}]",21 | bottle | blue\n31 | can | blue\n35 | cup | white\n75 | cup | purple\n77 | mug | black\n91 | bottle | green\n11 | can | brown\n87 | bottle | yellow
T03_DIRECT_TEXT,0.3,False,TEXT,T03_DIRECT_TEXT__b0_l5_random_45_60_04__r05_s28105,L5,b0_l5_random_45_60_04,28105,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n73 | mug | black\n71 | cup | white
T03_ENUM_TEXT,0.3,True,TEXT,T03_ENUM_TEXT__b0_l5_random_45_60_04__r05_s28105,L5,b0_l5_random_45_60_04,28105,object_error_only,[],[],[],[],True,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]","visible_ids: [73, 19, 56, 85, 12, 68, 28, 53, 71]\n\n73 | mug | black\n19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n71 | cup | white"
T05_DIRECT_TEXT,0.5,False,TEXT,T05_DIRECT_TEXT__b0_l5_random_45_60_04__r05_s28105,L5,b0_l5_random_45_60_04,28105,object_error_only,[],[],[],[],,"[{""asset_id"": ""mug_7"", ""color_correct"": true, ""color_reference"": ""orange-brown"", ""color_strict_correct"": true, ""id"": 85, ""joint_correct"": false, ""joint_strict_correct"": false, ""object_correct"": false, ""object_family"": ""cup_or_mug"", ""object_reference"": ""mug"", ""predicted_color"": ""brown"", ""predicted_object_type"": ""container""}]",19 | bottle | green\n56 | can | brown\n85 | container | brown\n12 | bottle | blue\n68 | cup | blue\n28 | can | yellow\n53 | bottle | purple\n73 | mug | black\n71 | cup | white
