run_id,scene_id,scene_family,condition,resolution,seed,target_id,numbered_object_count,candidate_count,correct_candidate_count,target_role_correct,expected_blocker_ids,predicted_blocker_ids,instance_exact_match,blocker_set_exact_match,truth_any_interference,predicted_any_interference,any_interference_correct
v1__scene_fc_clear_v02__L2__C2_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C2,D4,28103,29,4,3,2,True,[],[10],False,False,False,True,False
v1__scene_fc_clear_v02__L2__C2_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C2,D4,28104,29,4,3,2,True,[],[10],False,False,False,True,False
v1__scene_fc_clear_v02__L2__C2_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C2,D4,28105,29,4,3,2,True,[],[10],False,False,False,True,False
v1__scene_fc_clear_v02__L2__C2_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C2,D8,28101,29,4,3,2,True,[],[10],False,False,False,True,False
v1__scene_fc_clear_v02__L2__C2_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C2,D8,28102,29,4,3,2,True,[],[10],False,False,False,True,False
v1__scene_fc_clear_v02__L2__C2_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C2,D8,28103,29,4,3,2,True,[],[10],False,False,False,True,False
v1__scene_fc_clear_v02__L2__C2_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C2,D8,28104,29,4,3,2,True,[],[10],False,False,False,True,False
v1__scene_fc_clear_v02__L2__C2_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C2,D8,28105,29,4,3,2,True,[],[10],False,False,False,True,False
v1__scene_fc_clear_v02__L2__C3_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C3,D4,28101,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C3,D4,28102,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C3,D4,28103,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C3,D4,28104,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C3,D4,28105,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C3,D8,28101,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C3,D8,28102,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C3,D8,28103,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C3,D8,28104,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C3,D8,28105,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C4,D4,28101,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C4,D4,28102,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C4,D4,28103,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C4,D4,28104,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C4,D4,28105,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C4,D8,28101,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C4,D8,28102,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C4,D8,28103,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C4,D8,28104,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C4,D8,28105,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C5,D4,28101,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C5,D4,28102,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C5,D4,28103,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C5,D4,28104,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C5,D4,28105,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C5,D8,28101,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C5,D8,28102,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C5,D8,28103,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C5,D8,28104,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C5,D8,28105,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D4,28101,29,4,3,0,True,[],"[10, 39, 66]",False,False,False,True,False
v1__scene_fc_clear_v02__L2__C6_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D4,28102,29,4,3,0,True,[],"[10, 39, 66]",False,False,False,True,False
v1__scene_fc_clear_v02__L2__C6_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C6,D4,28103,29,4,3,0,True,[],"[10, 39, 66]",False,False,False,True,False
v1__scene_fc_clear_v02__L2__C6_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C6,D4,28104,29,4,3,0,True,[],"[10, 39, 66]",False,False,False,True,False
v1__scene_fc_clear_v02__L2__C6_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C6,D4,28105,29,4,3,0,True,[],"[10, 39, 66]",False,False,False,True,False
v1__scene_fc_clear_v02__L2__C6_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D8,28101,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D8,28102,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C6,D8,28103,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C6,D8,28104,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C6,D8,28105,29,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C0,,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C0,,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C0,,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C0,,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C0_NA__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C0,,28105,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C1,,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C1,,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C1,,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C1,,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C1_NA__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C1,,28105,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C2_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C2,D4,28101,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C2,D4,28102,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C2,D4,28103,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C2,D4,28104,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C2,D4,28105,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C2,D8,28101,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C2,D8,28102,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C2,D8,28103,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C2,D8,28104,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C2_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C2,D8,28105,95,4,3,0,True,[],"[20, 22, 51]",False,False,False,True,False
v1__scene_fc_clear_v03__L2__C3_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C3,D4,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C3,D4,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C3,D4,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C3,D4,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C3,D4,28105,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C3,D8,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C3,D8,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C3,D8,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C3,D8,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C3_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C3,D8,28105,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C4,D4,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C4,D4,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C4,D4,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C4,D4,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C4,D4,28105,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C4,D8,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C4,D8,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C4,D8,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C4,D8,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C4_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C4,D8,28105,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C5,D4,28101,95,4,3,2,True,[],[20],False,False,False,True,False
v1__scene_fc_clear_v03__L2__C5_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C5,D4,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C5,D4,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C5,D4,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C5_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C5,D4,28105,95,4,3,2,True,[],[20],False,False,False,True,False
v1__scene_fc_clear_v03__L2__C5_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C5,D8,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C5,D8,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C5,D8,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C5,D8,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C5_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C5,D8,28105,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C6,D4,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C6,D4,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C6,D4,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C6_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C6,D4,28104,95,4,3,2,True,[],[20],False,False,False,True,False
v1__scene_fc_clear_v03__L2__C6_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C6,D4,28105,95,4,3,2,True,[],[20],False,False,False,True,False
v1__scene_fc_clear_v03__L2__C6_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C6,D8,28101,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C6,D8,28102,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C6,D8,28103,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C6,D8,28104,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v03__L2__C6_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C6,D8,28105,95,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C0_NA__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C0,,28101,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C0_NA__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C0,,28102,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C0_NA__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C0,,28103,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C0_NA__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C0,,28104,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C0_NA__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C0,,28105,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C1_NA__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C1,,28101,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C1_NA__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C1,,28102,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C1_NA__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C1,,28103,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C1_NA__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C1,,28104,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C1_NA__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C1,,28105,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C2,D4,28101,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C2,D4,28102,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C2,D4,28103,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C2,D4,28104,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C2,D4,28105,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C2,D8,28101,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C2,D8,28102,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C2,D8,28103,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C2,D8,28104,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C2_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C2,D8,28105,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C3_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C3,D4,28101,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C3,D4,28102,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C3,D4,28103,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C3,D4,28104,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C3,D4,28105,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C3,D8,28101,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C3,D8,28102,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C3,D8,28103,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C3,D8,28104,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C3_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C3,D8,28105,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C4_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C4,D4,28101,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C4_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C4,D4,28102,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C4_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C4,D4,28103,61,4,3,1,True,[],"[13, 38]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C4_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C4,D4,28104,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C4_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C4,D4,28105,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C4,D8,28101,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C4,D8,28102,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C4,D8,28103,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C4,D8,28104,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C4_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C4,D8,28105,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C5_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C5,D4,28101,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C5_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C5,D4,28102,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C5_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C5,D4,28103,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C5_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C5,D4,28104,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C5_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C5,D4,28105,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C5_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C5,D8,28101,61,4,3,3,True,[],[],True,True,False,False,True
v1__scene_fc_clear_v04__L2__C5_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C5,D8,28102,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C5_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C5,D8,28103,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C5_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C5,D8,28104,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C5_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C5,D8,28105,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
v1__scene_fc_clear_v04__L2__C6_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C6,D4,28101,61,4,3,0,True,[],"[13, 38, 59]",False,False,False,True,False
