run_id,scene_id,scene_family,condition,resolution,condition_name,seed,target_id,truth_id,predicted_id,truth_has_blocker,predicted_has_blocker,presence_correct,exact,numbered_rgb
v1__scene_fc_clear_v02__L2__C5_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C5,D4,M Numeric D4,28102,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C5_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C5,D4,M Numeric D4,28103,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C5_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C5,D4,M Numeric D4,28104,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C5_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C5,D4,M Numeric D4,28105,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C5_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C5,D8,M Numeric D8,28101,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C5_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C5,D8,M Numeric D8,28102,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C5_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C5,D8,M Numeric D8,28103,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C5_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C5,D8,M Numeric D8,28104,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C5_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C5,D8,M Numeric D8,28105,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D4,M Qualitative D4,28101,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D4,M Qualitative D4,28102,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C6,D4,M Qualitative D4,28103,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C6,D4,M Qualitative D4,28104,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C6,D4,M Qualitative D4,28105,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D8,M Qualitative D8,28101,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D8,M Qualitative D8,28102,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C6,D8,M Qualitative D8,28103,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C6,D8,M Qualitative D8,28104,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v02__L2__C6_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C6,D8,M Qualitative D8,28105,29,,10,False,True,False,False,images/numbered_rgb/scene_fc_clear_v02.png
v1__scene_fc_clear_v03__L2__C0_NA__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C0,,Numbered RGB only,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C0_NA__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C0,,Numbered RGB only,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C0_NA__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C0,,Numbered RGB only,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C0_NA__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C0,,Numbered RGB only,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C0_NA__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C0,,Numbered RGB only,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C1_NA__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C1,,R Numeric,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C1_NA__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C1,,R Numeric,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C1_NA__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C1,,R Numeric,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C1_NA__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C1,,R Numeric,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C1_NA__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C1,,R Numeric,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C2,D4,R Qualitative D4,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C2,D4,R Qualitative D4,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C2,D4,R Qualitative D4,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C2,D4,R Qualitative D4,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C2,D4,R Qualitative D4,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C2,D8,R Qualitative D8,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C2,D8,R Qualitative D8,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C2,D8,R Qualitative D8,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C2,D8,R Qualitative D8,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C2_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C2,D8,R Qualitative D8,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C3,D4,F Numeric D4,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C3,D4,F Numeric D4,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C3,D4,F Numeric D4,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C3,D4,F Numeric D4,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C3,D4,F Numeric D4,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C3,D8,F Numeric D8,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C3,D8,F Numeric D8,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C3,D8,F Numeric D8,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C3,D8,F Numeric D8,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C3_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C3,D8,F Numeric D8,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C4,D4,F Qualitative D4,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C4,D4,F Qualitative D4,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C4,D4,F Qualitative D4,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C4,D4,F Qualitative D4,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C4,D4,F Qualitative D4,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C4,D8,F Qualitative D8,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C4,D8,F Qualitative D8,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C4,D8,F Qualitative D8,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C4,D8,F Qualitative D8,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C4_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C4,D8,F Qualitative D8,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C5,D4,M Numeric D4,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C5,D4,M Numeric D4,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C5,D4,M Numeric D4,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C5,D4,M Numeric D4,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C5,D4,M Numeric D4,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C5,D8,M Numeric D8,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C5,D8,M Numeric D8,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C5,D8,M Numeric D8,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C5,D8,M Numeric D8,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C5_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C5,D8,M Numeric D8,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D4__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C6,D4,M Qualitative D4,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D4__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C6,D4,M Qualitative D4,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D4__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C6,D4,M Qualitative D4,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D4__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C6,D4,M Qualitative D4,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D4__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C6,D4,M Qualitative D4,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D8__r01_s28101,scene_fc_clear_v03,FC_CLEAR,C6,D8,M Qualitative D8,28101,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D8__r02_s28102,scene_fc_clear_v03,FC_CLEAR,C6,D8,M Qualitative D8,28102,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D8__r03_s28103,scene_fc_clear_v03,FC_CLEAR,C6,D8,M Qualitative D8,28103,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D8__r04_s28104,scene_fc_clear_v03,FC_CLEAR,C6,D8,M Qualitative D8,28104,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v03__L2__C6_D8__r05_s28105,scene_fc_clear_v03,FC_CLEAR,C6,D8,M Qualitative D8,28105,95,,20,False,True,False,False,images/numbered_rgb/scene_fc_clear_v03.png
v1__scene_fc_clear_v04__L2__C0_NA__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C0,,Numbered RGB only,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C0_NA__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C0,,Numbered RGB only,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C0_NA__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C0,,Numbered RGB only,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C0_NA__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C0,,Numbered RGB only,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C0_NA__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C0,,Numbered RGB only,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C1_NA__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C1,,R Numeric,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C1_NA__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C1,,R Numeric,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C1_NA__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C1,,R Numeric,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C1_NA__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C1,,R Numeric,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C1_NA__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C1,,R Numeric,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C2,D4,R Qualitative D4,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C2,D4,R Qualitative D4,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C2,D4,R Qualitative D4,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C2,D4,R Qualitative D4,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C2,D4,R Qualitative D4,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C2,D8,R Qualitative D8,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C2,D8,R Qualitative D8,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C2,D8,R Qualitative D8,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C2,D8,R Qualitative D8,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C2_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C2,D8,R Qualitative D8,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C3,D4,F Numeric D4,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C3,D4,F Numeric D4,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C3,D4,F Numeric D4,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C3,D4,F Numeric D4,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C3,D4,F Numeric D4,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C3,D8,F Numeric D8,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C3,D8,F Numeric D8,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C3,D8,F Numeric D8,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C3,D8,F Numeric D8,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C3_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C3,D8,F Numeric D8,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C4,D4,F Qualitative D4,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C4,D4,F Qualitative D4,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C4,D4,F Qualitative D4,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C4,D4,F Qualitative D4,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C4,D4,F Qualitative D4,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C4,D8,F Qualitative D8,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C4,D8,F Qualitative D8,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C4,D8,F Qualitative D8,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C4,D8,F Qualitative D8,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C4_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C4,D8,F Qualitative D8,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C5,D4,M Numeric D4,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C5,D4,M Numeric D4,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D4__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C5,D4,M Numeric D4,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D4__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C5,D4,M Numeric D4,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D4__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C5,D4,M Numeric D4,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D8__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C5,D8,M Numeric D8,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D8__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C5,D8,M Numeric D8,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D8__r03_s28103,scene_fc_clear_v04,FC_CLEAR,C5,D8,M Numeric D8,28103,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D8__r04_s28104,scene_fc_clear_v04,FC_CLEAR,C5,D8,M Numeric D8,28104,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C5_D8__r05_s28105,scene_fc_clear_v04,FC_CLEAR,C5,D8,M Numeric D8,28105,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C6_D4__r01_s28101,scene_fc_clear_v04,FC_CLEAR,C6,D4,M Qualitative D4,28101,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
v1__scene_fc_clear_v04__L2__C6_D4__r02_s28102,scene_fc_clear_v04,FC_CLEAR,C6,D4,M Qualitative D4,28102,61,,38,False,True,False,False,images/numbered_rgb/scene_fc_clear_v04.png
