run_id,scene_id,scene_family,condition,resolution,seed,target_id,visible_object_ids_left_to_right,candidate_count,correct_candidate_count,expected_occluder_ids,predicted_occluder_ids,visible_order_correct,target_id_correct,full_output_exact_match,occluder_set_exact_match,truth_any_occlusion,predicted_any_occlusion,any_occlusion_correct
v1__scene_fc_blocked_v05__L2__C5_D4__r02_s28102,scene_fc_blocked_v05,FC_BLOCKED,C5,D4,28102,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C5_D4__r03_s28103,scene_fc_blocked_v05,FC_BLOCKED,C5,D4,28103,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C5_D4__r04_s28104,scene_fc_blocked_v05,FC_BLOCKED,C5,D4,28104,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C5_D4__r05_s28105,scene_fc_blocked_v05,FC_BLOCKED,C5,D4,28105,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C5_D8__r01_s28101,scene_fc_blocked_v05,FC_BLOCKED,C5,D8,28101,59,"[92, 59, 26, 69]",3,2,[],[26],True,True,False,False,False,True,False
v1__scene_fc_blocked_v05__L2__C5_D8__r02_s28102,scene_fc_blocked_v05,FC_BLOCKED,C5,D8,28102,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C5_D8__r03_s28103,scene_fc_blocked_v05,FC_BLOCKED,C5,D8,28103,59,"[92, 59, 26, 69]",3,2,[],[26],True,True,False,False,False,True,False
v1__scene_fc_blocked_v05__L2__C5_D8__r04_s28104,scene_fc_blocked_v05,FC_BLOCKED,C5,D8,28104,59,"[92, 59, 26, 69]",3,2,[],[26],True,True,False,False,False,True,False
v1__scene_fc_blocked_v05__L2__C5_D8__r05_s28105,scene_fc_blocked_v05,FC_BLOCKED,C5,D8,28105,59,"[92, 59, 26, 69]",3,2,[],[26],True,True,False,False,False,True,False
v1__scene_fc_blocked_v05__L2__C6_D4__r01_s28101,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28101,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C6_D4__r02_s28102,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28102,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C6_D4__r03_s28103,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28103,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C6_D4__r04_s28104,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28104,59,"[92, 59, 26, 69]",3,2,[],[26],True,True,False,False,False,True,False
v1__scene_fc_blocked_v05__L2__C6_D4__r05_s28105,scene_fc_blocked_v05,FC_BLOCKED,C6,D4,28105,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C6_D8__r01_s28101,scene_fc_blocked_v05,FC_BLOCKED,C6,D8,28101,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C6_D8__r02_s28102,scene_fc_blocked_v05,FC_BLOCKED,C6,D8,28102,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C6_D8__r03_s28103,scene_fc_blocked_v05,FC_BLOCKED,C6,D8,28103,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C6_D8__r04_s28104,scene_fc_blocked_v05,FC_BLOCKED,C6,D8,28104,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_blocked_v05__L2__C6_D8__r05_s28105,scene_fc_blocked_v05,FC_BLOCKED,C6,D8,28105,59,"[92, 59, 26, 69]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C0_NA__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C0,,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C0_NA__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C0,,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C0_NA__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C0,,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C0_NA__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C0,,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C0_NA__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C0,,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C1_NA__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C1,,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C1_NA__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C1,,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C1_NA__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C1,,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C1_NA__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C1,,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C1_NA__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C1,,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D4__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C2,D4,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D4__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C2,D4,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D4__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C2,D4,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D4__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C2,D4,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D4__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C2,D4,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D8__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C2,D8,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D8__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C2,D8,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D8__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C2,D8,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D8__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C2,D8,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C2_D8__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C2,D8,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D4__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C3,D4,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D4__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C3,D4,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D4__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C3,D4,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D4__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C3,D4,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D4__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C3,D4,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D8__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C3,D8,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D8__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C3,D8,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D8__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C3,D8,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D8__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C3,D8,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C3_D8__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C3,D8,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D4__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C4,D4,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D4__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C4,D4,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D4__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C4,D4,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D4__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C4,D4,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D4__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C4,D4,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D8__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C4,D8,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D8__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C4,D8,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D8__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C4,D8,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D8__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C4,D8,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C4_D8__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C4,D8,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D4__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C5,D4,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D4__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C5,D4,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D4__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C5,D4,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D4__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C5,D4,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D4__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C5,D4,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D8__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C5,D8,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D8__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C5,D8,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D8__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C5,D8,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D8__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C5,D8,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C5_D8__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C5,D8,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D4__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C6,D4,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D4__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C6,D4,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D4__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C6,D4,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D4__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C6,D4,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D4__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C6,D4,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D8__r01_s28101,scene_fc_clear_v01,FC_CLEAR,C6,D8,28101,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D8__r02_s28102,scene_fc_clear_v01,FC_CLEAR,C6,D8,28102,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D8__r03_s28103,scene_fc_clear_v01,FC_CLEAR,C6,D8,28103,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D8__r04_s28104,scene_fc_clear_v01,FC_CLEAR,C6,D8,28104,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v01__L2__C6_D8__r05_s28105,scene_fc_clear_v01,FC_CLEAR,C6,D8,28105,53,"[62, 53, 98, 59]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C0_NA__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C0,,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C0_NA__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C0,,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C0_NA__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C0,,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C0_NA__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C0,,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C0_NA__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C0,,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C1_NA__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C1,,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C1_NA__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C1,,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C1_NA__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C1,,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C1_NA__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C1,,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C1_NA__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C1,,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C2,D4,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C2,D4,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C2,D4,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C2,D4,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C2,D4,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C2,D8,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C2,D8,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C2,D8,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C2,D8,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C2_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C2,D8,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C3,D4,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C3,D4,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C3,D4,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C3,D4,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C3,D4,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C3,D8,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C3,D8,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C3,D8,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C3,D8,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C3_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C3,D8,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C4,D4,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C4,D4,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C4,D4,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C4,D4,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C4,D4,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C4,D8,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C4,D8,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C4,D8,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C4,D8,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C4_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C4,D8,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C5,D4,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C5,D4,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C5,D4,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C5,D4,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C5,D4,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C5,D8,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C5,D8,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C5,D8,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C5,D8,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C5_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C5,D8,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D4,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D4,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C6,D4,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C6,D4,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D4__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C6,D4,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r01_s28101,scene_fc_clear_v02,FC_CLEAR,C6,D8,28101,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r02_s28102,scene_fc_clear_v02,FC_CLEAR,C6,D8,28102,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r03_s28103,scene_fc_clear_v02,FC_CLEAR,C6,D8,28103,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r04_s28104,scene_fc_clear_v02,FC_CLEAR,C6,D8,28104,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
v1__scene_fc_clear_v02__L2__C6_D8__r05_s28105,scene_fc_clear_v02,FC_CLEAR,C6,D8,28105,29,"[39, 10, 29, 66]",3,3,[],[],True,True,True,True,False,False,True
